"bin","age","income","age_scale","inc_scale","First Name","Last Name","Email"
"80-",87,49790.4174476732,2.51970274845593,-0.591406008631926,"Gökhan","Kaplangi","gökhankaplangi@gmail.com"
"30-39",33,128820.485354159,-0.561978994805904,2.25277476034999,"Gene","Frazier","genefrazier@gmail.com"
"50-59",53,36776.2015188624,0.57938461380959,-1.05976929932149,"Miriam","Roman","miriamroman@gmail.com"
"20-29",24,30246.9869852097,-1.07559261868288,-1.29474652893929,"Arlo","Green","arlogreen@live.com"
"60-69",65,55709.0783647012,1.26420277897889,-0.378401743239483,"Rosa","Herrero","rosaherrero@hotmail.com"
"60-69",66,50804.6807476318,1.32127095940966,-0.554904101840705,"Sandra","Legrand","sandralegrand@gmail.com"
"20-29",28,89821.1153081142,-0.847319896959777,0.849242393167663,"Lubna","Beij","lubnabeij@gmail.com"
"30-39",30,64408.6703950299,-0.733183536098228,-0.0653156861715932,"Jayden","Wade","jaydenwade@mail.com"
"50-59",55,90586.3502217366,0.693520974671139,0.876782119283725,"Tamara","Bruns","tamarabruns@live.com"
"30-39",32,106477.025727334,-0.619047175236678,1.44866513642387,"Virgínio","Da Cruz","virgínioda cruz@yahoo.com"
"20-29",24,34100.529691,-1.07559261868288,-1.15606295765313,"Frederikke","Mortensen","frederikkemortensen@gmail.com"
"30-39",35,76789.2972651025,-0.447842633944354,0.380245627194195,"Taylor","Ortiz","taylorortiz@aol.com"
"30-39",33,81076.9823002709,-0.561978994805904,0.534553369089438,"Daniel","Arola","danielarola@yahoo.com"
"20-29",27,102960.931686786,-0.904388077390552,1.32212586704236,"Linda","Miller","lindamiller@gmail.com"
"30-39",35,78180.7210642803,-0.447842633944354,0.430321008830055,"Dâni","Moreira","dânimoreira@yahoo.com"
"40-49",49,68574.8029039973,0.351111892086491,0.0846175516064175,"Melvin","Deschamps","melvindeschamps@live.com"
"50-59",50,57994.7244941589,0.408180072517266,-0.296144560140593,"Daniel","Kumar","danielkumar@gmail.com"
"40-49",49,83852.1201287215,0.351111892086491,0.634426668607451,"Lucy","Olson","lucyolson@verizon.net"
"20-29",20,26259.7766449118,-1.30386534040597,-1.43824061001714,"Melvin","Denis","melvindenis@yahoo.com"
"20-29",29,61835.1976053149,-0.790251716529002,-0.157931345146688,"Nikolaj","Christensen","nikolajchristensen@gmail.com"
"20-29",24,19605.0689560069,-1.07559261868288,-1.67773416143829,"Brian","Lowe","brianlowe@gmail.com"
"20-29",27,103487.868192245,-0.904388077390552,1.34108956927623,"Noah","Simpson","noahsimpson@gmail.com"
"20-29",22,32198.7210287372,-1.18972897954443,-1.22450637123961,"Samuel","Moreira","samuelmoreira@gmail.com"
"20-29",25,112428.965026447,-1.0185244382521,1.66286704388922,"Markus","Riedel","markusriedel@yahoo.com"
"40-49",41,58098.59450047,-0.105433551359706,-0.292406424994693,"Auguste","Blanc","augusteblanc@live.com"
"60-69",67,53254.582266647,1.37833913984043,-0.466735598752392,"Tammy","Stewart","tammystewart@verizon.net"
"30-39",33,135898.327517781,-0.561978994805904,2.50749632520405,"Jackson","Davies","jacksondavies@live.com"
"40-49",49,22767.545991522,0.351111892086491,-1.56392106972487,"Lorenzo","Lefebvre","lorenzolefebvre@gmail.com"
"40-49",46,44574.041570997,0.179907350794167,-0.779136025133735,"Daniel","Terry","danielterry@gmail.com"
"30-39",30,65679.879660093,-0.733183536098228,-0.0195666562033751,"Mattie","Eggermont","mattieeggermont@gmail.com"
"70-79",75,51909.9877406998,1.83488458328663,-0.515125660839932,"Arthur","White","arthurwhite@comcast.net"
"70-79",79,58061.6044886835,2.06315730500973,-0.293737643389849,"Joanne","Morgan","joannemorgan@yahoo.com"
"30-39",34,87816.4129396177,-0.504910814375129,0.777095980099197,"Gordon","Martinez","gordonmartinez@comcast.net"
"30-39",34,77547.9380828954,-0.504910814375129,0.407548041094237,"Elias","Lacroix","eliaslacroix@gmail.com"
"70-79",76,54975.8868684098,1.89195276371741,-0.404788271923738,"Gerald","Cooper","geraldcooper@aol.com"
"20-29",23,27556.356603603,-1.13266079911365,-1.39157852453949,"Diego","Da Mata","diegoda mata@gmail.com"
"80-",84,60884.9906153668,2.3484982071636,-0.192127955613484,"Emma","Young","emmayoung@yahoo.com"
"30-39",31,67002.4387962884,-0.676115355667453,0.0280303832608866,"Catarina","Ramos","catarinaramos@me.com"
"30-39",36,107395.941273272,-0.39077445351358,1.48173561191895,"Thomas","Fields","thomasfields@live.com"
"20-29",22,39526.7166860444,-1.18972897954443,-0.960782134682477,"Eric","Ford","ericford@gmail.com"
"50-59",59,82066.5214275127,0.921793696394238,0.570165487747699,"Ahmet","Demirbas","ahmetdemirbas@live.com"
"80-",85,33576.0169792655,2.40556638759438,-1.17493943096664,"Lance","Powell","lancepowell@me.com"
"20-29",23,23329.1947527324,-1.13266079911365,-1.54370812232557,"Isabel","Roberts","isabelroberts@yahoo.com"
"10-19",19,39172.7187197543,-1.36093352083675,-0.973522022609339,"Corentin","Roy","corentinroy@gmail.com"
"50-59",50,84137.1128624305,0.408180072517266,0.644683155460959,"Ülkü","Çetiner","ülküçetiner@yahoo.com"
"80-",86,65040.3263844347,2.46263456802515,-0.0425832772888982,"Audrey","Gordon","audreygordon@me.com"
"40-49",48,90817.0281813731,0.294043711655716,0.88508389396273,"Ilonca","Zeeman","iloncazeeman@gmail.com"
"20-29",29,106746.28959652,-0.790251716529002,1.45835556360947,"Nathan","Edwards","nathanedwards@gmail.com"
"30-39",30,103545.971566594,-0.733183536098228,1.34318062783551,"Buse","Hakyemez","busehakyemez@gmail.com"
"60-69",68,62834.574583129,1.43540732027121,-0.12196517611055,"Mestan","Karabulut","mestankarabulut@gmail.com"
"10-19",18,43390.0737216245,-1.41800170126752,-0.821745359498254,"Claudemiro","Teixeira","claudemiroteixeira@gmail.com"
"60-69",60,81988.1396137764,0.978861876825012,0.567344636732735,"Sofia","Bradley","sofiabradley@gmail.com"
"40-49",45,51158.8277167893,0.122839170363392,-0.54215885151063,"Emma","Young","emmayoung@gmail.com"
"80-",85,65566.4724224915,2.40556638759438,-0.0236480228628502,"Brielle","Gill","briellegill@gmail.com"
"40-49",46,88422.4953693642,0.179907350794167,0.798908032609927,"Ehsan","De Langen","ehsande langen@gmail.com"
"40-49",45,95117.7344910618,0.122839170363392,1.03986025317742,"Anton","Salmela","antonsalmela@aol.com"
"30-39",38,46048.9528924619,-0.27663809265203,-0.726056045227506,"Carolyn","Bennett","carolynbennett@gmail.com"
"20-29",26,119299.264480551,-0.961456257821326,1.91011943911215,"Alberto","Medina","albertomedina@msn.com"
"60-69",60,92582.4967585602,0.978861876825012,0.948620620027789,"Katharina","Ackermann","katharinaackermann@live.com"
"30-39",35,96661.4269752592,-0.447842633944354,1.09541557019893,"Joshua","Blanc","joshuablanc@gmail.com"
"30-39",33,58825.4073842713,-0.561978994805904,-0.266249453584748,"Ülkü","Çagiran","ülküçagiran@gmail.com"
"50-59",57,80025.3968715942,0.807657335532688,0.496708291482736,"Kübra","Köylüoglu","kübraköylüoglu@verizon.net"
"80-",85,59481.5486060005,2.40556638759438,-0.242635855697085,"Isabel","Lorenzo","isabellorenzo@gmail.com"
"20-29",20,39808.000139602,-1.30386534040597,-0.950659139594227,"Judith","Griffin","judithgriffin@gmail.com"
"50-59",58,64364.7478439351,0.864725515963463,-0.0668963968866119,"Jairo","Lopes","jairolopes@aol.com"
"60-69",69,29958.8081388422,1.49247550070198,-1.30511767949727,"Ece","Türkdogan","ecetürkdogan@yahoo.com"
"60-69",64,37664.1578138387,1.20713459854811,-1.02781300363848,"Olímpio","Nunes","olímpio.nunes@example.com"
"60-69",61,89896.1023027216,1.03593005725579,0.851941069426406,"Pedro","Jacobs","pedrojacobs@gmail.com"
"20-29",24,31876.6352958504,-1.07559261868288,-1.23609778285935,"Heldo","Da Paz","heldoda paz@gmail.com"
"20-29",20,31274.0467945119,-1.30386534040597,-1.25778409381057,"Milton","Olson","miltonolson@gmail.com"
"20-29",28,63664.1875197762,-0.847319896959777,-0.0921085756720609,"Meral","Tuglu","meraltuglu@verizon.net"
"40-49",47,80401.477172086,0.236975531224942,0.510242891497472,"Antonio","Cano","antoniocano@gmail.com"
"10-19",18,40588.598844471,-1.41800170126752,-0.922566492282983,"Marshall","Knight","marshallknight@yahoo.com"
"60-69",64,101834.163379637,1.20713459854811,1.28157506359267,"Nikolaj","Rasmussen","nikolajrasmussen@verizon.net"
"40-49",40,82926.0291740241,-0.162501731790481,0.60109796026324,"Loeci","Lopes","loecilopes@aol.com"
"40-49",48,105016.457543573,0.294043711655716,1.39610134583021,"Virginia","Reyes","virginiareyes@gmail.com"
"60-69",62,32310.2973440178,1.09299823768656,-1.22049089689419,"Alvaro","Ortega","alvaroortega@live.com"
"30-39",34,83819.4526317955,-0.504910814375129,0.633251011430519,"Deborah","Edwards","deborahedwards@aol.com"
"20-29",26,88917.2967910514,-0.961456257821326,0.816715238465967,"Catherine","Stevens","catherinestevens@live.com"
"20-29",26,55349.2049503416,-0.961456257821326,-0.391353080262255,"Zoe","White","zoewhite@verizon.net"
"20-29",21,31214.6101126652,-1.2467971599752,-1.2599231362277,"Cristobal","Crespo","cristobalcrespo@gmail.com"
"60-69",60,80334.7256508346,0.978861876825012,0.507840598318777,"Adam","Smith","adamsmith@gmail.com"
"20-29",21,26903.7276320292,-1.2467971599752,-1.41506572149378,"Eelis","Leppanen","eelisleppanen@gmail.com"
"20-29",21,24060.9617807171,-1.2467971599752,-1.51737285824821,"Carmelo","Arias","carmeloarias@mail.com"
"20-29",20,37257.6215908922,-1.30386534040597,-1.04244366938164,"Vincent","Gray","vincentgray@gmail.com"
"50-59",59,52269.046660534,0.921793696394238,-0.502203636327284,"Sarah","Bourgeois","sarahbourgeois@yahoo.com"
"20-29",22,37765.1607708514,-1.18972897954443,-1.02417804955638,"Madison","Davies","madisondavies@gmail.com"
"20-29",29,84164.3337016151,-0.790251716529002,0.645662795101609,"Cameron","Johnson","cameronjohnson@gmail.com"
"50-59",50,23372.6971366532,0.408180072517266,-1.54214253283501,"Charlie","Denis","charliedenis@live.com"
"30-39",38,112087.551425012,-0.27663809265203,1.65058004951868,"Mélissa","Arnaud","mélissaarnaud@gmail.com"
"40-49",40,57125.3779322796,-0.162501731790481,-0.327431117755643,"Simon","Petersen","simonpetersen@gmail.com"
"20-29",27,115112.672585516,-0.904388077390552,1.75944989686244,"Fabio","Lefevre","fabiolefevre@gmail.com"
"70-79",72,40148.7975607404,1.66368004199431,-0.938394320684197,"Olivia","Barbier","oliviabarbier@gmail.com"
"40-49",42,66770.5781627844,-0.0483653709289317,0.0196860458161006,"Arthur","Gagnon","arthurgagnon@live.com"
"30-39",31,55058.8685462165,-0.676115355667453,-0.401801878283346,"Georg","Schwarz","georgschwarz@gmail.com"
"30-39",39,112572.551742265,-0.219569912221256,1.66803452743857,"Maria","Lambert","marialambert@aol.com"
"40-49",49,67283.3928018132,0.351111892086491,0.0381415219787172,"Jacob","Burton","jacobburton@live.com"
"30-39",37,86099.038258456,-0.333706273082805,0.715290085574644,"Luisa","Rubio","luisarubio@live.com"
"50-59",58,55044.3620742316,0.864725515963463,-0.402323945766497,"Gaspard","Legrand","gaspardlegrand@live.com"
"20-29",25,80944.3161137487,-1.0185244382521,0.529778899999432,"Aloïs","Lucas","aloïslucas@gmail.com"
"30-39",35,91768.1966825076,-0.447842633944354,0.919315107862092,"Clémentine","Leroux","clémentineleroux@gmail.com"
"40-49",42,83093.8520871458,-0.0483653709289317,0.607137670398123,"Jimmy","Thomas","jimmythomas@yahoo.com"
"40-49",49,73861.0409241049,0.351111892086491,0.274861808195462,"Lonnie","Simmmons","lonniesimmmons@gmail.com"
"50-59",56,87166.7972777424,0.750589155101914,0.753717227914378,"Luka","Lange","lukalange@msn.com"
"60-69",67,59602.505158559,1.37833913984043,-0.238282799831357,"Parcidio","Martins","parcidiomartins@gmail.com"
"20-29",29,72890.1120164452,-0.790251716529002,0.239919445113072,"Freya","Li","freyali@gmail.com"
"20-29",23,13623.8566208011,-1.13266079911365,-1.89298956421891,"Violet","Clark","violetclark@yahoo.com"
"30-39",34,65884.3056073425,-0.504910814375129,-0.0122096544539158,"Emil","Saarela","emilsaarela@aol.com"
"30-39",38,69210.0767245476,-0.27663809265203,0.107480161133526,"Carlos","Gomez","carlosgomez@gmail.com"
"20-29",29,146590.316169362,-0.790251716529002,2.89228592883925,"Julien","Lemoine","julienlemoine@yahoo.com"
"80-",84,34570.3898341119,2.3484982071636,-1.13915335326393,"Dulcelina","Da Rocha","dulcelinada rocha@gmail.com"
"60-69",68,53100.3396414659,1.43540732027121,-0.472286573462631,"Mario","Sommer","mariosommer@gmail.com"
"50-59",58,83316.7895229083,0.864725515963463,0.615160874531417,"Ernesto","Gallego","ernestogallego@aol.com"
"60-69",67,86288.4346800611,1.37833913984043,0.722106195876872,"Ianis","Santos","ianissantos@yahoo.com"
"20-29",22,22014.1876248868,-1.18972897954443,-1.59103337565216,"Maya","Colin","mayacolin@gmail.com"
"60-69",66,41244.4398407958,1.32127095940966,-0.898963699084524,"Megan","Denys","megandenys@gmail.com"
"20-29",24,15691.0778525925,-1.07559261868288,-1.81859318536663,"Lilian","Lucas","lilianlucas@mail.com"
"40-49",43,97258.8028933768,0.00870280950184294,1.11691428762599,"Ariane","Ginnish","arianeginnish@msn.com"
"40-49",41,85112.2959741904,-0.105433551359706,0.679778621353579,"Leah","Richards","leahrichards@gmail.com"
"60-69",65,42005.5286032869,1.26420277897889,-0.871573187104618,"Olivia","Peters","oliviapeters@hotmail.com"
"40-49",43,48553.9280747855,0.00870280950184294,-0.635905518610572,"Bushra","Vermue","bushravermue@gmail.com"
"50-59",58,57825.8449418245,0.864725515963463,-0.302222297231647,"Aitor","Rojas","aitorrojas@me.com"
"30-39",30,88149.2115661397,-0.733183536098228,0.789072933663472,"Sharon","Martin","sharonmartin@yahoo.com"
"60-69",63,81318.0461354927,1.15006641811734,0.543228916794219,"Maren","Brunner","marenbrunner@live.com"
"20-29",20,28565.4583090403,-1.30386534040597,-1.35526237626099,"Nora","Laurent","noralaurent@gmail.com"
"50-59",51,53748.9821436296,0.46524825294804,-0.448942843924384,"Celestine","Barbier","celestinebarbier@live.com"
"30-39",34,46732.9646262611,-0.504910814375129,-0.701439426887614,"Jayden","Obrien","jaydenobrien@me.com"
"20-29",24,21304.6396649991,-1.07559261868288,-1.61656900678146,"Melchior","Monteiro","melchiormonteiro@gmail.com"
"50-59",55,78699.3314966629,0.693520974671139,0.448985067427618,"Owen","Brar","owenbrar@gmail.com"
"30-39",38,64007.8034445975,-0.27663809265203,-0.079742322786525,"Dylan","Little","dylanlittle@gmail.com"
"60-69",63,77298.5070088274,1.15006641811734,0.398571368255107,"Oliver","Christensen","oliverchristensen@aol.com"
"50-59",54,68026.2447601491,0.636452794240364,0.0648757170777212,"Mae","Pierce","maepierce@gmail.com"
"70-79",72,18230.1771659956,1.66368004199431,-1.72721457936237,"Rasmus","Huhta","rasmushuhta@me.com"
"60-69",60,66285.7649299452,0.978861876825012,0.00223830080061104,"Necati","Dagdas","necatidagdas@verizon.net"
"30-39",34,56336.8551173312,-0.504910814375129,-0.355808942621408,"Leo","Korpi","leokorpi@yahoo.com"
"60-69",65,42492.2162377929,1.26420277897889,-0.854057985014684,"Jasmine","Wong","jasminewong@gmail.com"
"20-29",29,99227.2468378837,-0.790251716529002,1.1877558111131,"Emma","Wilson","emmawilson@verizon.net"
"20-29",22,38458.7556151412,-1.18972897954443,-0.999216548575153,"Léon","Hessing","léonhessing@gmail.com"
"80-",83,41014.693107842,2.29143002673283,-0.907231960227572,"Erik","Adam","erikadam@gmail.com"
"30-39",31,82981.6500314069,-0.676115355667453,0.603099676535453,"David","Graham","davidgraham@gmail.com"
"50-59",55,67704.9772481709,0.693520974671139,0.0533137520753845,"Susanna","Lee","susannalee@gmail.com"
"30-39",31,95974.9576387956,-0.676115355667453,1.07071050620258,"Katja","Menzel","katjamenzel@gmail.com"
"60-69",67,42970.6020742317,1.37833913984043,-0.836841552937686,"Travis","Soto","travissoto@gmail.com"
"20-29",23,46329.5390963987,-1.13266079911365,-0.715958143170494,"Daniel","Schneider","danielschneider@gmail.com"
"30-39",36,65356.6105948224,-0.39077445351358,-0.0312006542879695,"Johan","Nielsen","johannielsen@gmail.com"
"10-19",18,21034.3203986242,-1.41800170126752,-1.62629741622454,"Claudia","Dominguez","claudiadominguez@gmail.com"
"30-39",35,89088.4042813426,-0.447842633944354,0.822873155904313,"Angel","Hawkins","angelhawkins@gmail.com"
"50-59",59,86810.1115177873,0.921793696394238,0.740880610081347,"Cecilie","Møller","ceciliemøller@live.com"
"30-39",39,67389.8745727254,-0.219569912221256,0.0419736508519199,"Signe","Madsen","signemadsen@gmail.com"
"50-59",51,41148.9395224266,0.46524825294804,-0.902400620956573,"Alyssia","Rodriguez","alyssiarodriguez@gmail.com"
"50-59",53,88788.8961212047,0.57938461380959,0.812094279309833,"Leslie","Jenkins","lesliejenkins@aol.com"
"40-49",44,31037.5184524756,0.0657709899326176,-1.26629641550736,"Lucas","Olsen","lucasolsen@yahoo.com"
"30-39",32,115334.395694588,-0.619047175236678,1.76742939908946,"Simauro","Viana","simauroviana@yahoo.com"
"40-49",43,96383.9921214279,0.00870280950184294,1.0854310807911,"Aimy","Van De Ree","aimyvan de ree@gmail.com"
"10-19",19,30713.0965467033,-1.36093352083675,-1.27797190269694,"Jonas","Jensen","jonasjensen@yahoo.com"
"60-69",63,57461.8133032642,1.15006641811734,-0.315323282883327,"Lenni","Huhta","lennihuhta@yahoo.com"
"40-49",48,51259.1710216145,0.294043711655716,-0.538547637381122,"Harper","Lewis","harperlewis@msn.com"
"40-49",41,104148.23206663,-0.105433551359706,1.3648551344821,"Joel","Hughes","joelhughes@live.com"
"60-69",63,63026.6495772743,1.15006641811734,-0.11505266775744,"Lillian","Montgomery","lillianmontgomery@live.com"
"50-59",50,46981.7128211158,0.408180072517266,-0.692487329909008,"Lenni","Saarinen","lennisaarinen@verizon.net"
"30-39",35,83802.9880753301,-0.447842633944354,0.632658475246391,"Marion","Obrien","marionobrien@yahoo.com"
"30-39",37,75163.0930303698,-0.333706273082805,0.321720828552536,"Hanne","Schmitz","hanneschmitz@me.com"
"20-29",24,38866.916708488,-1.07559261868288,-0.984527406036173,"Dionira","Costa","dioniracosta@live.com"
"70-79",78,44815.264406351,2.00608912457896,-0.770454755238269,"Emily","Moore","emilymoore@gmail.com"
"30-39",34,77767.0965783638,-0.504910814375129,0.415435246491906,"Sara","Price","saraprice@gmail.com"
"40-49",49,68414.6801173051,0.351111892086491,0.0788549581701493,"Mason","Claire","masonclaire@yahoo.com"
"20-29",27,134791.422881728,-0.904388077390552,2.46766038728377,"Deann","Herrera","deannherrera@msn.com"
"40-49",46,57310.4696451604,0.179907350794167,-0.320769927853891,"Caroline","Gomez","carolinegomez@yahoo.com"
"40-49",45,58059.5694350974,0.122839170363392,-0.293810882100466,"Kevin","Richards","kevinrichards@me.com"
"70-79",73,32593.4381918889,1.72074822242508,-1.21030105680218,"Xavier","Lopes","xavierlopes@gmail.com"
"30-39",36,41121.2155950297,-0.39077445351358,-0.903398366032994,"Rafael","Dufour","rafaeldufour@gmail.com"
"10-19",18,34119.188816742,-1.41800170126752,-1.15539144201348,"Gamaliel","Pereira","gamalielpereira@gmail.com"
"10-19",18,27790.0287267758,-1.41800170126752,-1.38316899413441,"Sofia","Bélanger","sofiabélanger@mail.com"
"20-29",21,30809.0039035566,-1.2467971599752,-1.27452033208348,"Jerome","Adams","jeromeadams@hotmail.com"
